127.0.0.1 - - [11/Jul/2022:09:33:19 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:36:32 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:36:32 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:36:32 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:15 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 17896
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:15 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:15 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:15 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:15 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:15 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:17 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 17896
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:17 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:17 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:17 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:17 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:17 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:34 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 17894
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:34 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:34 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:34 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:34 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:34 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:35 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 17894
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:35 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:35 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:35 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:35 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:38:35 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:40:52 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20712
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:40:52 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:40:52 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:40:52 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:40:53 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:40:53 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:46:25 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20712
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:46:25 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:46:25 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:46:25 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:46:25 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:46:25 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:11 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20723
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:11 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:11 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:11 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:11 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:11 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20723
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20723
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20723
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:14 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:45 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20723
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:45 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:45 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:45 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:45 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:45 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:48 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20723
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:48 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:48 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:48 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:48 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:48 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:48 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20723
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:48 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:48 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:48 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:48 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:48 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:59 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20723
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:59 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:59 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:59 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:59 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:59 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:59 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20723
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:59 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:59 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:59 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:59 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:47:59 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:40 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20723
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:40 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:40 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:40 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:40 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:40 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:41 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20723
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:41 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:41 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:41 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:41 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:41 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:46 +0700] "POST /web/login.htm?mode=login HTTP/1.1" 200 415
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:46 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20703
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:46 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:46 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:46 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:46 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:46 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:51 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20703
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:51 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:51 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:51 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:51 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:51 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:52 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20703
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:52 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:52 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:52 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:52 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:52 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:56 +0700] "POST /web/login.htm?mode=login HTTP/1.1" 200 415
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:56 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20703
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:56 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:56 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:56 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:56 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:48:56 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:04 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20723
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:04 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:04 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:04 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:04 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:04 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:48 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20763
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:48 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:48 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:48 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:48 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:48 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:51 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20763
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:51 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:51 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:51 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:51 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:51 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20763
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20763
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20763
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:52 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:56 +0700] "POST /web/login.htm?mode=login HTTP/1.1" 200 415
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:56 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20763
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:56 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:56 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:56 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:56 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:49:56 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:01 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20722
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:01 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:01 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:01 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:01 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:01 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:02 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20722
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:02 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:02 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:02 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:02 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:02 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:02 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 20722
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:02 +0700] "GET /web/js/popper.js HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:02 +0700] "GET /web/js/jquery.min.js HTTP/1.1" 404 779
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:02 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:02 +0700] "GET /web/js/bootstrap.min.js HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [11/Jul/2022:11:50:02 +0700] "GET /web/js/main.js HTTP/1.1" 404 773
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:16 +0700] "GET /web HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:16 +0700] "GET /web/ HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:16 +0700] "GET /web/login.htm?mode=index HTTP/1.1" 200 18248
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:16 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:16 +0700] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:21 +0700] "POST /web/login.htm?mode=login HTTP/1.1" 200 415
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:21 +0700] "GET /web/master.htm?mode=init HTTP/1.1" 200 59761
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:21 +0700] "GET /web/assets/vendor/boxicons/css/boxicons.min.css HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:21 +0700] "GET /web/assets/vendor/bootstrap-icons/bootstrap-icons.css HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:21 +0700] "GET /web/assets/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:21 +0700] "GET /web/assets/vendor/quill/quill.bubble.css HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:21 +0700] "GET /web/assets/vendor/quill/quill.snow.css HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:21 +0700] "GET /web/assets/vendor/remixicon/remixicon.css HTTP/1.1" 404 808
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:21 +0700] "GET /web/assets/vendor/simple-datatables/style.css HTTP/1.1" 404 812
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:21 +0700] "GET /web/web/WebContent/ui/css/style.css HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [11/Jul/2022:13:32:21 +0700] "GET /web/ui/css/line-icons.css HTTP/1.1" 404 788
